Record identifier,Bureau of Meteorology Station Number,Rainfall district code,Station Name,Month/Year site opened. (MM/YYYY),Month/Year site closed. (MM/YYYY),Latitude to 4 decimal places in decimal degrees,Longitude to 4 decimal places in decimal degrees,Method by which latitude/longitude was derived,State,Height of station above mean sea level in metres,Height of barometer above mean sea level in metres,WMO (World Meteorological Organisation) Index Number,First year of data supplied in data file,Last year of data supplied in data file,Percentage complete between first and last records,Percentage of values with quality flag 'Y',Percentage of values with quality flag 'N',Percentage of values with quality flag 'W',Percentage of values with quality flag 'S',Percentage of values with quality flag 'I',
st,39068,39,MOUNT LARCOM POST OFFICE                ,Aug-12,       ,-23.8104,150.9783,GPS            ,QLD,59,      ,     ,1912,2015,98,98,  *,0,1,0,#
st,39069,39,WALTERHALL                              ,01/1896,       ,-23.6286,150.3867,GPS            ,QLD,248,      ,     ,1896,2015,99,97,2,0,1,0,#
st,39070,39,MT PERRY THE PINES                      ,01/1886,       ,-25.1694,151.6375,GPS            ,QLD,165,      ,     ,1887,2015,98,99,  *,0,  *,0,#
st,39071,39,MOURA POST OFFICE                       ,Jan-41,       ,-24.5722,149.9694,GPS            ,QLD,148,      ,     ,1941,2015,97,98,  *,0,1,0,#
st,39073,39,MUNDUBBERA                              ,Jan-11,       ,-25.5908,151.2986,GPS            ,QLD,143,      ,     ,1911,2015,97,99,  *,0,1,0,#
st,39077,39,EULEILAH CREEK                          ,Jan-28,       ,-24.4481,151.8597,GPS            ,QLD,16,      ,     ,1928,2015,89,99,  *,0,  *,0,#
st,39078,39,PACIFIC SALT                            ,09/1899,       ,-23.5782,150.8222,GPS            ,QLD,3,      ,     ,1899,2009,83,99,0,0,1,0,#
st,39083,39,ROCKHAMPTON AERO                        ,Jan-39,       ,-23.3753,150.4775,GPS            ,QLD,10.4,15.1,94374,1939,2015,100,99,  *,0,  *,0,#
st,39084,39,ROSEDALE POST OFFICE                    ,01/1896,       ,-24.6294,151.9158,GPS            ,QLD,53,      ,     ,1897,2015,97,98,  *,0,2,0,#
st,39085,39,SANDY CAPE LIGHTHOUSE                   ,01/1871,       ,-24.7297,153.2083,SURVEY         ,QLD,99.1,100.9,94390,1887,2015,99,98,1,  *,  *,0,#
st,39089,39,THANGOOL AIRPORT                        ,Jan-29,       ,-24.4935,150.5709,SURVEY         ,QLD,193.1,193.8,94376,1929,2015,97,95,4,0,  *,0,#
st,39091,39,UBOBO STORE                             ,Jan-32,       ,-24.405,151.3233,GPS            ,QLD,87,      ,     ,1932,2012,94,99,0,0,1,0,#
st,39092,39,MIARA                                   ,Jan-46,       ,-24.6792,152.1881,GPS            ,QLD,4,      ,     ,1946,2015,98,99,  *,0,1,0,#
st,39095,39,WATALGAN WINFIELD RD                    ,Jan-32,       ,-24.6342,152.0228,GPS            ,QLD,43,      ,     ,1932,2015,73,99,  *,0,1,0,#
st,39096,39,WATERANGA                               ,Jan-12,       ,-25.3561,151.8169,GPS            ,QLD,114,      ,     ,1912,2015,81,99,  *,0,1,0,#
st,39097,39,WATERLOO                                ,Jan-09,       ,-24.7158,152.0075,GPS            ,QLD,60,      ,     ,1911,2015,97,99,0,0,  *,0,#
st,39102,39,WOWAN POST OFFICE                       ,Jan-21,       ,-23.9078,150.1953,               ,QLD,112.8,      ,     ,1921,2015,95,99,  *,0,1,0,#
st,39103,39,BANCROFT                                ,Jan-36,       ,-24.7842,151.2281,GPS            ,QLD,298,      ,     ,1936,2015,72,99,  *,0,  *,0,#
st,39104,39,MONTO TOWNSHIP                          ,Jan-30,       ,-24.8642,151.1247,GPS            ,QLD,239,250.5,94377,1930,2015,86,99,1,  *,  *,0,#
st,39106,39,MOUNT KROOMBIT                          ,Jan-54,       ,-24.4081,150.7258,GPS            ,QLD,248,      ,     ,1954,2015,98,99,  *,0,  *,0,#
st,39122,39,HERON ISLAND RES STN                    ,Jan-56,       ,-23.4417,151.9125,GPS            ,QLD,3.3,5.7,94386,1956,2007,93,97,3,0,  *,0,#
st,39123,39,GLADSTONE RADAR                         ,Jan-57,       ,-23.8553,151.2628,GPS            ,QLD,74.5,75.2,94380,1957,2015,99,88,12,0,  *,0,#
st,39126,39,GIN GIN STATION                         ,Feb-03,       ,-24.9733,151.9333,MAP 1:250 000  ,QLD,50,      ,     ,2003,2004,100,98,0,0,2,0,#
st,39128,39,BUNDABERG AERO                          ,Jan-42,       ,-24.9069,152.323,SURVEY         ,QLD,30.8,31.5,94387,1942,2015,78,96,3,  *,  *,0,#
st,39129,39,MALAKOFF                                ,Jan-32,       ,-24.6156,151.105,GPS            ,QLD,340,      ,     ,1932,2015,80,99,  *,0,  *,0,#
st,39132,39,DIDCOT                                  ,Jan-09,       ,-25.4764,151.8681,GPS            ,QLD,157,      ,     ,1909,2015,67,99,  *,0,  *,0,#
st,39135,39,BARGARA                                 ,Jan-26,       ,-24.8036,152.4547,GPS            ,QLD,13,      ,     ,1926,2013,81,99,0,0,  *,0,#
st,39137,39,MOLANGOOL                               ,Jan-65,       ,-24.7464,151.5417,               ,QLD,144,      ,     ,1965,1998,95,99,  *,0,  *,0,#
st,39142,39,WOODLEIGH                               ,Jan-57,       ,-24.8139,149.9892,GPS            ,QLD,172,      ,     ,1957,2015,91,99,  *,0,  *,0,#
st,39143,39,BARALABA                                ,Jan-24,       ,-24.1817,149.81,               ,QLD,83,      ,     ,1966,2010,50,99,  *,0,  *,0,#
st,39149,39,BARFIELD                                ,Jan-19,       ,-24.6142,150.2817,GPS            ,QLD,296,      ,     ,1919,2015,99,99,  *,0,  *,0,#
st,39150,39,CALLIDE OPEN CUT                        ,Jan-55,       ,-24.3281,150.6183,GPS            ,QLD,303,      ,     ,1957,2011,98,98,0,0,2,0,#
st,39151,39,GONYELINKA                              ,Jan-46,       ,-24.8075,150.2197,GPS            ,QLD,201,      ,     ,1946,2015,86,99,  *,0,  *,0,#
st,39156,39,DULULU POST OFFICE                      ,Jan-34,       ,-23.8467,150.2628,GPS            ,QLD,129,      ,     ,1934,2015,95,99,0,0,  *,0,#
st,39158,39,THEODORE                                ,Jun-67,       ,-24.9472,150.0789,GPS            ,QLD,144,      ,     ,1967,2015,83,97,2,0,1,0,#
st,39160,39,LYNWOOD                                 ,Jan-67,       ,-24.3781,150.3692,GPS            ,QLD,198,      ,     ,1967,2015,98,99,  *,0,1,0,#
st,39165,39,MONTO                                   ,Jan-55,       ,-24.8586,151.1067,               ,QLD,223,      ,     ,1992,1992,100,100,0,0,0,0,#
st,39167,39,ROCKYBAR                                ,Jan-69,       ,-25.4572,150.4614,GPS            ,QLD,362,      ,     ,1969,2015,99,99,  *,0,  *,0,#
st,39168,39,WOODGATE STORE                          ,Jan-69,       ,-25.1025,152.5603,GPS            ,QLD,5,      ,     ,1969,2015,87,98,1,0,1,0,#
st,39172,39,HILLVIEW                                ,Jan-54,       ,-24.4122,150.6633,GPS            ,QLD,231,      ,     ,1954,2015,87,99,  *,0,1,0,#
st,39174,39,BUNDABERG ASHFIELD RD                   ,Jan-66,       ,-24.8503,152.3994,GPS            ,QLD,22,      ,     ,1966,2015,93,93,2,0,5,0,#
st,39175,39,LOVANDEE                                ,Jan-70,       ,-24.4167,151.2119,GPS            ,QLD,144,      ,     ,1970,2015,82,98,  *,0,2,0,#
st,39177,39,GLENWOOD                                ,Jan-48,       ,-25.6964,150.9647,GPS            ,QLD,206,      ,     ,1957,2015,87,99,1,0,  *,0,#
st,39184,39,PARADISE DAM                            ,Jan-06,       ,-25.3511,151.9194,Unknown        ,QLD,100,      ,     ,2010,2013,26,13,87,0,0,0,#
st,39186,39,BINGERA SUGAR MILL                      ,Jan-00,       ,-24.9297,152.1983,GPS            ,QLD,60,      ,     ,1900,2015,50,96,1,0,3,0,#
st,39191,39,GAYNDAH                                 ,Jan-27,       ,-25.6283,151.6133,               ,QLD,85,      ,     ,1994,1994,100,100,0,0,0,0,#
st,39193,39,MT LAWLESS TM                           ,Jan-70,       ,-25.545,151.655,               ,QLD,104,      ,     ,2007,2015,88,0,85,0,15,0,#
st,39197,39,FIG TREE                                ,Jan-72,       ,-24.0314,150.74,GPS            ,QLD,128,      ,     ,1972,2015,99,98,  *,0,1,0,#
st,39198,39,BURRUM HEADS                            ,Jan-72,       ,-25.1856,152.6153,GPS            ,QLD,2,      ,     ,1972,2014,69,98,1,0,1,0,#
st,39200,39,REDBANK                                 ,Jan-71,       ,-23.1111,149.9142,GPS            ,QLD,52,      ,     ,1971,2015,99,98,1,0,1,0,#
st,39201,39,BELVEDERE                               ,Jan-72,       ,-24.3278,149.8556,GPS            ,QLD,94,      ,     ,1938,2015,99,89,  *,0,11,0,#
st,39203,39,TANNYMOREL                              ,Jan-50,       ,-24.7756,150.8614,GPS            ,QLD,393,      ,     ,1950,2015,91,99,  *,0,  *,0,#
st,39204,39,COLODAN                                 ,Jan-59,       ,-24.9486,150.6842,GPS            ,QLD,307,      ,     ,1959,2015,99,99,1,0,  *,0,#
st,39205,39,WINGFIELD                               ,Jan-53,       ,-24.8725,150.8236,GPS            ,QLD,324,      ,     ,1953,2015,90,99,  *,0,  *,0,#
st,39218,39,MOOLBOOLAMAN                            ,Jan-17,       ,-25.0092,151.81,GPS            ,QLD,105,      ,     ,1919,2015,57,99,  *,0,1,0,#
st,39220,39,CHARNWOOD                               ,Jan-31,       ,-24.6544,151.6311,GPS            ,QLD,100,      ,     ,1931,2015,81,99,  *,0,  *,0,#
st,39221,39,ELLIOTT HEADS ROAD                      ,Jan-72,       ,-24.9031,152.4711,GPS            ,QLD,23,      ,     ,1972,2015,82,97,0,0,3,0,#
st,39222,39,CANIA GORGE PARK                        ,Jan-40,       ,-24.6619,150.9633,GPS            ,QLD,302,      ,     ,1940,2015,71,99,  *,0,1,0,#
st,39223,39,KOLONGA                                 ,Jan-64,       ,-24.8192,151.7114,GPS            ,QLD,94,      ,     ,1964,2015,98,97,  *,  *,2,0,#
st,39224,39,LONE PINE                               ,Jan-48,       ,-25.3708,150.5483,GPS            ,QLD,362,      ,     ,1951,2004,75,99,0,0,1,0,#
st,39225,39,GRACEDIEU                               ,Jan-50,       ,-24.7108,151.6708,GPS            ,QLD,128,      ,     ,1953,2013,89,99,0,0,1,0,#
st,39236,39,WURUMA DAM                              ,Jan-69,       ,-25.1953,150.9903,GPS            ,QLD,261,      ,     ,1965,2015,95,99,  *,0,1,0,#
st,39237,39,DEEPBANK                                ,Jan-73,       ,-25.5406,151.0736,GPS            ,QLD,165,      ,     ,1973,2012,99,99,0,0,1,0,#
st,39240,39,KROOMBIT                                ,Jan-18,       ,-24.4472,150.7981,GPS            ,QLD,296,      ,     ,1918,2015,72,99,  *,0,  *,0,#
st,39241,39,SOUTHEND CURTIS ISLAND                  ,Jan-73,       ,-23.7583,151.3097,               ,QLD,9,      ,     ,1973,2015,95,99,  *,0,1,0,#
st,39242,33,BROADMEADOWS                            ,Jan-56,       ,-23.4009,150.6238,GPS            ,QLD,15,      ,     ,1956,2015,99,99,  *,0,  *,0,#
st,39248,39,TECOMA                                  ,Jan-37,       ,-24.9389,150.8033,GPS            ,QLD,306,      ,     ,1937,2015,80,99,  *,0,  *,0,#
st,39250,39,ROCKLEY                                 ,Jan-39,       ,-23.7464,150.6053,GPS            ,QLD,58,      ,     ,1939,2015,98,99,  *,0,  *,0,#
st,39251,39,HILLVIEW                                ,Jan-63,       ,-24.7275,151.4308,GPS            ,QLD,207,      ,     ,1964,2015,100,99,  *,0,  *,0,#
st,39252,39,FERNDALE                                ,Jan-73,       ,-24.2122,151.4219,GPS            ,QLD,88,      ,     ,1973,2015,97,99,1,0,  *,0,#
st,39253,39,ROWANLEA                                ,Jan-60,       ,-24.2719,151.0958,GPS            ,QLD,115,      ,     ,1960,2015,99,99,  *,0,  *,0,#
st,39255,39,SPRINGS                                 ,Jan-61,       ,-24.1664,151.5128,GPS            ,QLD,56,      ,     ,1961,2015,99,99,  *,0,  *,0,#
st,39256,39,DINGLE DELL                             ,Jan-73,       ,-25.1475,151.6286,GPS            ,QLD,257,      ,     ,1973,2015,92,98,1,0,1,0,#
st,39257,39,WOODBINE                                ,Jan-73,       ,-23.9719,150.2722,GPS            ,QLD,119,      ,     ,1973,2015,99,99,1,0,  *,0,#
st,39258,39,WALLA                                   ,01/1890,       ,-25.1342,151.98,GPS            ,QLD,14.5,      ,     ,1906,2002,21,99,  *,0,1,0,#
st,39259,39,EIDSVOLD BRIDGE                         ,Jan-55,       ,-25.3772,151.0819,GPS            ,QLD,165,      ,     ,1996,2015,100,97,1,0,1,0,#
st,39261,39,TURKEY STATION                          ,Jan-73,       ,-24.0964,151.645,               ,QLD,25,      ,     ,1973,2014,99,99,0,0,  *,0,#
st,39264,39,ROCKHAMPTON                             ,Jan-27,       ,-23.3811,150.5172,               ,QLD,-1.4,      ,     ,1999,2010,1,89,11,0,0,0,#
st,39269,39,THANGOOL EVAP                           ,Oct-09,       ,-24.4864,150.5728,GPS            ,QLD,196.6,      ,     ,2009,2015,99,95,5,0,  *,0,#
st,39278,39,GLENHAVEN                               ,Jan-51,       ,-24.8394,150.7444,GPS            ,QLD,391,      ,     ,1951,2015,80,99,  *,0,  *,0,#
st,39284,39,STRATHDEE                               ,Jan-74,       ,-25.7603,151.2972,GPS            ,QLD,194,      ,     ,1974,2015,99,98,  *,0,2,0,#
st,39290,39,BILOELA - VALBONA                       ,Jan-76,       ,-24.4131,150.5208,GPS            ,QLD,177,      ,     ,1999,2015,99,99,1,0,1,0,#
st,39296,39,MOURA                                   ,Jan-62,       ,-24.5917,149.9017,               ,QLD,103,      ,     ,1920,1937,90,99,0,0,  *,0,#
st,39303,39,CHILDERS SOUTH                          ,Jan-79,       ,-25.2558,152.2819,GPS            ,QLD,95,      ,     ,1979,2015,99,97,  *,0,3,0,#
st,39308,39,RANNES                                  ,Jan-82,       ,-24.1019,150.1097,GPS            ,QLD,112,      ,     ,1994,2014,61,76,23,0,1,0,#
st,39311,39,GLANDORE                                ,Jan-84,       ,-24.8578,150.4694,GPS            ,QLD,335,      ,     ,1984,2015,99,99,1,0,  *,0,#
st,39313,39,WALLA TM                                ,Jan-10,       ,-25.1367,151.98,               ,QLD,16,      ,     ,2000,2015,87,0,100,0,0,0,#
st,39314,39,SEVENTEEN SEVENTY                       ,Jan-86,       ,-24.1568,151.8889,GPS            ,QLD,41,42,94384,1986,2015,99,97,2,  *,  *,0,#
st,39315,39,THEODORE                                ,Jan-24,       ,-24.9517,150.0717,               ,QLD,128,      ,     ,2010,2012,2,0,100,0,0,0,#
st,39319,39,ABERCORN TM                             ,Jan-74,       ,-25.1292,151.1306,GPS            ,QLD,184,      ,     ,2000,2015,92,0,100,0,0,0,#
st,39320,39,MUNDUBBERA TW TM                        ,Jan-81,       ,-25.5947,151.2964,               ,QLD,104,      ,     ,1999,1999,100,100,0,0,0,0,#
st,39321,39,EIDSVOLD TM                             ,Jan-74,       ,-25.4022,151.1033,               ,QLD,135,      ,     ,2000,2015,91,0,100,0,0,0,#
st,39325,39,YANDARAN MONDURAN ROAD                  ,Jan-91,       ,-24.7617,152.01,GPS            ,QLD,87,      ,     ,1991,2015,100,98,1,0,1,0,#
st,39326,39,GLADSTONE AIRPORT                       ,Oct-93,       ,-23.8697,151.2214,GPS            ,QLD,16.6,16.9,94381,1993,2015,99,69,31,0,0,0,#
st,39327,39,MAKOWATA                                ,Jan-93,       ,-24.4383,151.6522,GPS            ,QLD,52,      ,     ,1993,2015,78,98,1,0,1,0,#
st,39328,39,STANWELL POWER STATION                  ,Mar-93,       ,-23.5072,150.3211,GPS            ,QLD,67,      ,     ,1993,2015,88,96,3,0,1,0,#
st,39332,39,LLOYONA                                 ,Mar-94,       ,-24.41,149.8356,GPS            ,QLD,108,      ,     ,1994,2015,100,99,1,0,1,0,#
st,39333,39,ROCKY SPRINGS                           ,Sep-94,       ,-25.6117,150.7472,GPS            ,QLD,294,      ,     ,1994,2012,100,99,0,0,1,0,#
st,39334,39,HAZELDEAN                               ,Nov-94,       ,-24.0213,150.9603,GPS            ,QLD,66,      ,     ,1994,2015,99,93,6,0,  *,0,#
st,39338,39,BUNGADOO TM                             ,Jun-97,       ,-24.9822,152.0731,GPS            ,QLD,50,      ,     ,2000,2015,84,0,100,0,0,0,#
st,39339,39,DINGLE DELL TM                          ,Jun-97,       ,-25.1475,151.6286,GPS            ,QLD,300,      ,     ,2000,2015,89,0,100,0,0,0,#
st,39340,39,SAUERS TM                               ,Jun-97,       ,-25.62,151.59,GPS            ,QLD,100,      ,     ,2000,2015,87,0,100,0,0,0,#
st,39341,39,BYRNESTOWN TM                           ,Jun-97,       ,-25.5247,151.76,GPS            ,QLD,120,      ,     ,2000,2015,91,2,98,0,0,0,#
st,39343,39,MALANDA                                 ,Nov-97,       ,-25.5378,151.32,GPS            ,QLD,201,      ,     ,1998,2015,100,98,1,0,1,0,#
st,39344,39,DARTS CREEK                             ,Aug-11,       ,-23.7443,150.9368,GPS            ,QLD,89,      ,     ,2011,2015,99,92,7,0,1,0,#
st,39345,39,BARWOOD                                 ,Dec-97,       ,-25.3256,150.5064,GPS            ,QLD,409,      ,     ,1997,2015,97,97,2,0,1,0,#
st,39346,39,GLENROCK                                ,Aug-98,       ,-25.695,151.3325,GPS            ,QLD,159,      ,     ,1998,2015,100,99,1,0,  *,0,#
st,39349,39,WESTWOOD TM                             ,Jul-98,       ,-23.6264,150.1547,GPS            ,QLD,160,      ,     ,2000,2015,87,0,100,0,0,0,#
st,39350,39,CURRAJONG                               ,Feb-12,       ,-25.004,151.225,DEM 3 Sec SRTM ,QLD,265,      ,     ,2012,2015,100,92,5,0,3,0,#
st,39351,39,UPPER ULAM ROAD                         ,Mar-12,       ,-23.6214,150.5408,Unknown        ,QLD,      ,      ,     ,2012,2015,100,96,3,0,1,0,#
st,39352,39,BUNDABERG ALERT                         ,Nov-11,       ,-24.8639,152.3503,               ,QLD,17,      ,     ,2013,2015,100,0,100,0,0,0,#
st,40004,40,AMBERLEY AMO                            ,Jan-41,       ,-27.6297,152.7111,GPS            ,QLD,24.2,24.9,94568,1941,2015,99,98,2,0,  *,0,#
st,40013,40,BAUPLE                                  ,01/1894,       ,-25.8158,152.6233,GPS            ,QLD,71,      ,     ,1895,2015,88,99,  *,0,  *,0,#
st,40020,40,BLACKBUTT POST OFFICE                   ,Jan-00,       ,-26.8856,152.1044,GPS            ,QLD,445,      ,     ,1900,2015,85,99,  *,0,  *,0,#
st,40021,40,BIGGENDEN POST OFFICE                   ,01/1898,       ,-25.5103,152.0456,GPS            ,QLD,113,      ,     ,1898,2015,98,99,  *,0,1,0,#
st,40026,40,MUNGAR GAYNDAH ST                       ,Jan-97,       ,-25.6006,152.5928,GPS            ,QLD,40,      ,     ,1997,2015,99,97,1,0,1,0,#
st,40028,40,BROOWEENA LAHEY ST                      ,May-43,       ,-25.6006,152.2617,GPS            ,QLD,116,      ,     ,1943,2012,98,99,  *,0,1,0,#
st,40042,40,CANUNGRA FINCH ROAD                     ,Jan-15,       ,-28.0142,153.1664,GPS            ,QLD,100,      ,     ,1915,2015,97,99,  *,0,1,0,#
st,40043,40,CAPE MORETON LIGHTHOUSE                 ,01/1869,       ,-27.0314,153.4661,GPS            ,QLD,99.9,100.8,94594,1887,2015,99,95,5,0,  *,0,#
st,40051,40,CONONDALE TOWNSHIP                      ,Jan-33,       ,-26.7297,152.7169,               ,QLD,140,      ,     ,1933,2015,80,99,  *,0,  *,0,#
st,40056,40,COOMINYA POST OFFICE                    ,Jan-16,       ,-27.3914,152.5014,GPS            ,QLD,81,      ,     ,1916,2015,96,99,  *,0,1,0,#
st,40057,40,COMO                                    ,Jan-37,       ,-26.1842,152.9136,GPS            ,QLD,108,      ,     ,1937,2012,97,99,0,0,1,0,#
st,40060,40,COOYAR POST OFFICE                      ,01/1895,       ,-26.9836,151.8303,GPS            ,QLD,436,      ,     ,1895,2015,89,99,  *,0,1,0,#
st,40063,40,DAYBORO POST OFFICE                     ,Jan-31,       ,-27.1967,152.8244,GPS            ,QLD,68,      ,     ,1931,2012,97,99,0,0,1,0,#
st,40068,40,DOUBLE ISLAND POINT LIGHTHOUSE          ,01/1891,       ,-25.9319,153.1906,GPS            ,QLD,95.6,95.7,94584,1891,2015,97,90,10,0,  *,0,#
st,40069,40,DUCKINWILLA CREEK                       ,Jan-47,       ,-25.3944,152.4331,GPS            ,QLD,46,      ,     ,1947,2015,97,99,  *,0,1,0,#
st,40071,40,LANARK                                  ,Jan-40,       ,-26.3828,151.1922,GPS            ,QLD,365,      ,     ,1940,2015,93,99,1,0,  *,0,#
st,40075,40,ESK POST OFFICE                         ,01/1886,       ,-27.2397,152.4219,GPS            ,QLD,119,      ,     ,1887,2015,99,99,  *,0,1,0,#
st,40078,40,EUMUNDI - CRESCENT RD                   ,01/1898,       ,-26.4769,152.945,GPS            ,QLD,93,      ,     ,1898,2015,92,99,  *,0,1,0,#
st,40079,40,FOREST HILL                             ,01/1894,       ,-27.5831,152.3806,GPS            ,QLD,112,      ,     ,1894,2015,97,99,  *,0,1,0,#
st,40082,40,UNIVERSITY OF QUEENSLAND GATTON         ,01/1897,       ,-27.5436,152.3375,GPS            ,QLD,89,      ,94562,1897,2015,99,93,6,0,1,0,#
st,40083,40,GATTON ALLAN STREET                     ,01/1894,       ,-27.5428,152.2817,GPS            ,QLD,114,      ,     ,1894,2015,99,99,  *,  *,1,0,#
st,40089,40,GOOMBOORIAN                             ,Jan-13,       ,-26.0564,152.7889,GPS            ,QLD,94,      ,     ,1913,2015,99,99,  *,0,  *,0,#
st,40093,40,GYMPIE                                  ,01/1870,       ,-26.1831,152.6414,GPS            ,QLD,64.5,65,94566,1873,2015,90,93,7,0,  *,0,#
st,40094,40,HARRISVILLE MARY STREET                 ,01/1896,       ,-27.8086,152.6675,GPS            ,QLD,58,      ,     ,1897,2015,99,99,  *,0,  *,0,#
st,40095,40,HATTONVALE OSHEA RD                     ,Jan-08,       ,-27.5696,152.4653,GPS            ,QLD,118,      ,     ,1908,2014,90,99,0,0,  *,0,#
st,40096,40,HELIDON POST OFFICE                     ,01/1870,       ,-27.5504,152.1246,GPS            ,QLD,155,      ,     ,1871,2015,86,99,  *,0,  *,0,#
st,40099,40,IMBIL POST OFFICE                       ,Jan-16,       ,-26.4592,152.6764,GPS            ,QLD,96,      ,     ,1916,2015,97,99,  *,0,  *,0,#
st,40101,40,IPSWICH                                 ,01/1870,       ,-27.6117,152.7608,GPS            ,QLD,39.9,      ,     ,1874,1994,88,98,1,0,1,0,#
st,40104,40,ENGLESBERG VILLAGE                      ,01/1887,       ,-27.949,152.6235,GPS            ,QLD,101,      ,     ,1887,2015,96,99,  *,0,1,0,#
st,40106,40,KENILWORTH TOWNSHIP                     ,Jan-03,       ,-26.5956,152.7281,GPS            ,QLD,107,      ,     ,1903,2015,99,99,  *,0,  *,0,#
st,40110,40,KILCOY POST OFFICE                      ,01/1890,       ,-26.9425,152.5647,GPS            ,QLD,129,      ,     ,1890,2015,97,98,  *,  *,2,0,#
st,40111,40,KILKIVAN POST OFFICE                    ,01/1879,       ,-26.0858,152.2381,GPS            ,QLD,159,      ,     ,1880,2015,94,99,  *,0,1,0,#
st,40113,40,KUMBIA POST OFFICE                      ,Jan-16,       ,-26.6894,151.655,GPS            ,QLD,542,      ,     ,1916,2015,93,99,  *,0,  *,0,#
st,40115,40,LAKE MANCHESTER                         ,Jan-17,       ,-27.4914,152.7519,GPS            ,QLD,43,      ,     ,1917,2015,98,99,  *,0,1,0,#
st,40118,40,LITTLE YABBA SFR 274                    ,Jan-40,       ,-26.6234,152.684,GPS            ,QLD,122,      ,     ,1940,2015,94,95,  *,0,5,0,#
st,40120,40,LOWOOD DON ST                           ,01/1887,       ,-27.4618,152.5745,GPS            ,QLD,51,      ,     ,1887,2015,96,99,  *,0,1,0,#
st,40121,40,MALENY TAMARIND ST                      ,Jan-15,       ,-26.7528,152.8519,GPS            ,QLD,425,      ,94547,1915,2015,96,98,1,0,1,0,#
st,40123,40,MAPLETON POST OFFICE                    ,Jan-03,       ,-26.6225,152.8656,GPS            ,QLD,374,      ,     ,1903,2015,98,99,  *,  *,1,0,#
st,40126,40,MARYBOROUGH                             ,01/1870,       ,-25.5132,152.7152,SURVEY         ,QLD,9,9.6,94567,1878,2015,94,99,1,  *,  *,0,#
st,40134,40,"MONTVILLE ""CRAGLANDS""                   ",Jan-10,       ,-26.6989,152.9044,GPS            ,QLD,400,      ,     ,1910,2015,98,99,  *,0,  *,0,#
st,40135,40,MOOGERAH DAM                            ,Jan-17,       ,-28.0302,152.5529,GPS            ,QLD,183,      ,     ,1917,2015,93,99,  *,0,  *,0,#
st,40138,40,MOUNEFONTEIN                            ,Jan-07,       ,-26.5078,151.5142,GPS            ,QLD,418,      ,     ,1910,2015,66,99,  *,0,  *,0,#
st,40139,40,MT ALFORD                               ,Jan-11,       ,-28.0708,152.6119,GPS            ,QLD,143,      ,     ,1911,2015,71,99,  *,0,1,0,#
st,40140,40,MT BRISBANE                             ,01/1890,       ,-27.1492,152.5781,GPS            ,QLD,100,      ,     ,1893,2015,85,99,  *,0,  *,0,#
st,40141,40,MOUNT COTTON WEST                       ,Jan-15,       ,-27.6163,153.2039,GPS            ,QLD,148,      ,     ,1915,2015,99,99,  *,0,1,0,#
st,40142,40,MT CROSBY                               ,01/1894,       ,-27.5364,152.7992,               ,QLD,20,      ,     ,1894,2011,85,99,  *,0,  *,0,#
st,40144,40,MOUNT JOSEPH                            ,Jan-12,       ,-25.7411,152.2364,GPS            ,QLD,121,      ,     ,1912,2015,71,99,1,0,  *,0,#
st,40145,40,MT MEE                                  ,Jan-09,       ,-27.0625,152.7789,GPS            ,QLD,465,      ,     ,1909,2015,92,99,  *,0,1,0,#
st,40146,40,SHAMROCK MINE                           ,Jan-26,       ,-26.2203,152.2814,GPS            ,QLD,518,      ,     ,1926,2009,77,99,0,  *,1,0,#
st,40151,40,MUNGAR JUNCTION                         ,01/1894,       ,-25.605,152.5892,GPS            ,QLD,42,      ,     ,1894,2013,98,99,0,0,1,0,#
st,40157,40,NAMBOUR BOWLING CLUB                    ,01/1893,       ,-26.6208,152.9667,GPS            ,QLD,19,      ,     ,1893,2015,96,99,  *,0,1,0,#
st,40158,40,NANANGO WILLS ST                        ,01/1882,       ,-26.6756,151.9939,GPS            ,QLD,375,      ,     ,1887,2015,99,98,1,0,1,0,#
st,40160,40,NERANG GILSTON RD                       ,01/1887,       ,-28.0092,153.3175,GPS            ,QLD,25,      ,     ,1887,2015,96,99,  *,0,1,0,#
st,40162,40,NUMINBAH STATE FARM                     ,Jan-41,       ,-28.1634,153.2126,GPS            ,QLD,162,      ,     ,1941,2015,99,97,  *,0,3,0,#
st,40166,40,OXENFORD (OBERON WAY)                   ,01/1894,       ,-27.8965,153.3128,GPS            ,QLD,6,      ,     ,1894,2015,90,99,  *,0,  *,0,#
st,40167,40,PALEN CREEK CORRECTIONAL                ,Jan-36,       ,-28.326,152.7696,GPS            ,QLD,250,      ,     ,1936,2015,89,99,  *,  *,1,0,#
st,40169,40,PEACHESTER                              ,Nov-15,       ,-26.8425,152.8819,GPS            ,QLD,175,      ,     ,1915,2015,97,98,  *,0,1,0,#
st,40170,40,PECHEY FORESTRY                         ,Jan-27,       ,-27.3042,152.0542,GPS            ,QLD,667,      ,     ,1927,2015,96,98,  *,0,1,0,#
st,40171,40,AMCOR - PETRIE MILL                     ,01/1886,       ,-27.2692,152.9839,GPS            ,QLD,15,      ,     ,1887,2013,97,99,0,0,  *,0,#
st,40175,40,POINT LOOKOUT BOWLS CLUB                ,Jan-47,       ,-27.4276,153.5216,GPS            ,QLD,9,      ,     ,1947,2015,88,96,  *,0,4,0,#
