Record identifier,Bureau of Meteorology Station Number,Rainfall district code,Station Name,Month/Year site opened. (MM/YYYY),Month/Year site closed. (MM/YYYY),Latitude to 4 decimal places in decimal degrees,Longitude to 4 decimal places in decimal degrees,Method by which latitude/longitude was derived,State,Height of station above mean sea level in metres,Height of barometer above mean sea level in metres,WMO (World Meteorological Organisation) Index Number,First year of data supplied in data file,Last year of data supplied in data file,Percentage complete between first and last records,Percentage of values with quality flag 'Y',Percentage of values with quality flag 'N',Percentage of values with quality flag 'W',Percentage of values with quality flag 'S',Percentage of values with quality flag 'I',
st,66078,66,LUCAS HEIGHTS (ANSTO)                   ,Apr-58,       ,-34.0517,150.98,GPS            ,NSW,140,      ,     ,1958,2015,99,95,4,0,  *,0,#
st,66079,66,AVALON BEACH (AVALON (PALMGROVE RD))    ,Jan-58,       ,-33.6358,151.3223,GPS            ,NSW,9,      ,     ,1958,2015,64,97,1,0,2,0,#
st,66080,66,CASTLE COVE (ROSEBRIDGE AVE)            ,Jan-58,       ,-33.7809,151.2044,GPS            ,NSW,75,      ,     ,1958,2015,100,99,  *,0,  *,0,#
st,66098,66,ROSE BAY (ROYAL SYDNEY GOLF CLUB)       ,Jan-28,       ,-33.8809,151.2658,GPS            ,NSW,8,      ,     ,1928,2015,54,99,1,0,  *,0,#
st,66119,66,MOUNT KURING-GAI (LEDORA FARM)          ,Jan-64,       ,-33.6403,151.1412,GPS            ,NSW,215,      ,     ,1964,2015,99,98,  *,0,1,0,#
st,66120,66,GORDON GOLF CLUB                        ,Jan-06,       ,-33.7617,151.1462,GPS            ,NSW,82,      ,     ,1906,2013,93,99,1,0,1,0,#
st,66124,66,PARRAMATTA NORTH (MASONS DRIVE)         ,Jan-65,       ,-33.7917,151.0181,GPS            ,NSW,55,      ,94764,1965,2015,99,99,  *,  *,  *,0,#
st,66126,66,COLLAROY (LONG REEF GOLF CLUB)          ,Jan-65,       ,-33.7407,151.3077,GPS            ,NSW,2,      ,     ,1965,2015,64,97,2,0,2,0,#
st,66128,66,PALM BEACH (SUNRISE ROAD)               ,Jan-65,       ,-33.5965,151.3221,GPS            ,NSW,60,      ,     ,1965,2015,82,99,1,0,  *,0,#
st,66131,66,RIVERVIEW OBSERVATORY                   ,Jan-05,       ,-33.8258,151.1556,GPS            ,NSW,40,      ,95764,1905,2015,86,99,  *,0,  *,0,#
st,66137,66,BANKSTOWN AIRPORT AWS                   ,Jan-68,       ,-33.9181,150.9864,GPS            ,NSW,6.5,7.5,94765,1968,2015,99,86,14,  *,  *,0,#
st,66141,66,MONA VALE GOLF CLUB                     ,Jan-69,       ,-33.6795,151.3076,GPS            ,NSW,10,      ,     ,1969,2015,95,82,17,0,1,0,#
st,66142,66,DUFFYS FOREST (NAMBA RD)                ,Jan-69,       ,-33.6761,151.1818,GPS            ,NSW,169,      ,     ,1969,2015,70,97,  *,0,2,0,#
st,66148,66,PEAKHURST GOLF CLUB                     ,Jan-69,       ,-33.9699,151.0635,GPS            ,NSW,20,      ,     ,1969,2015,80,63,37,0,1,0,#
st,66156,66,MACQUARIE PARK (WILLANDRA VILLAGE)      ,Jan-70,       ,-33.7791,151.1121,GPS            ,NSW,65,      ,     ,1970,2015,82,98,1,0,2,0,#
st,66158,66,TURRAMURRA (KISSING POINT ROAD)         ,Jan-12,       ,-33.7366,151.1271,GPS            ,NSW,160,      ,     ,1912,2015,83,92,  *,0,8,0,#
st,66160,66,CENTENNIAL PARK                         ,Jan-00,       ,-33.8959,151.2341,GPS            ,NSW,38,      ,     ,1900,2015,99,99,  *,0,1,0,#
st,66161,66,HOLSWORTHY AERODROME AWS                ,Sep-12,       ,-33.9925,150.9489,GPS            ,NSW,68.2,68.8,95761,2012,2015,100,65,35,0,0,0,#
st,66164,66,ROOKWOOD (HAWTHORNE AVE)                ,Jan-45,       ,-33.8771,151.0577,GPS            ,NSW,41,      ,     ,1945,2015,66,97,  *,0,3,0,#
st,66168,66,MILPERRA BRIDGE (GEORGES RIVER)         ,Jan-63,       ,-33.9289,150.9831,               ,NSW,      ,      ,     ,2000,2015,82,0,100,0,0,0,#
st,66176,66,AUDLEY  (ROYAL NATIONAL PARK)           ,Jan-79,       ,-34.0642,151.0578,GPS            ,NSW,120,      ,     ,1979,2015,87,58,42,0,  *,0,#
st,66182,66,FRENCHS FOREST (FRENCHS FOREST RD)      ,Jan-57,       ,-33.7493,151.2334,GPS            ,NSW,158,      ,     ,1957,2015,99,96,4,0,  *,0,#
st,66183,66,INGLESIDE (ANIMAL WELFARE LEAGUE NSW)   ,Jan-84,       ,-33.671,151.274,GPS            ,NSW,160,      ,     ,1984,2012,92,99,0,0,1,0,#
st,66184,66,MOSMAN COUNCIL                          ,Jan-84,       ,-33.834,151.2484,GPS            ,NSW,85,      ,     ,1984,2007,78,93,1,0,6,0,#
st,66188,66,BELROSE (EVELYN PLACE)                  ,Jan-91,       ,-33.7402,151.2173,GPS            ,NSW,168,      ,     ,1991,2015,99,98,1,  *,1,0,#
st,66190,66,INGLEBURN (SACKVILLE STREET)            ,Dec-92,       ,-34.0117,150.8647,GPS            ,NSW,75,      ,     ,1992,2015,99,98,1,0,1,0,#
st,66193,66,MARSFIELD (MACQUARIE UNIVERSITY NO:2)   ,Mar-94,       ,-33.7654,151.1176,GPS            ,NSW,51,      ,95769,1994,1995,100,99,0,0,  *,0,#
st,66194,66,CANTERBURY RACECOURSE AWS               ,Oct-95,       ,-33.9057,151.1134,GPS            ,NSW,3,      ,94766,1995,2015,99,67,33,0,  *,0,#
st,66195,66,SYDNEY OLYMPIC PARK (SYDNEY OLYMPIC PK (,Aug-95,       ,-33.8521,151.0646,GPS            ,NSW,28,      ,     ,1995,2011,99,67,33,  *,  *,0,#
st,66204,66,OYSTER BAY (GREEN POINT ROAD)           ,Feb-98,       ,-34.0009,151.0738,GPS            ,NSW,50,      ,     ,1998,2015,98,92,1,0,7,0,#
st,66206,66,ST IVES (RICHMOND AVENUE)               ,Jan-98,       ,-33.7096,151.173,GPS            ,NSW,170,      ,     ,1998,2015,87,87,11,0,2,0,#
st,66209,66,DOVER HEIGHTS (PORTLAND ST)             ,Apr-07,       ,-33.8715,151.2795,MAP 1:25 000   ,NSW,70.5,      ,     ,2007,2015,99,94,4,0,2,0,#
st,66211,66,WAHROONGA (ADA AVENUE)                  ,Jan-07,       ,-33.7242,151.1144,               ,NSW,184,      ,     ,2010,2015,99,0,100,0,0,0,#
st,66212,66,SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE),Aug-11,       ,-33.8338,151.0718,GPS            ,NSW,4,      ,95765,2011,2015,100,65,35,0,  *,0,#
st,66213,66,NORTH RYDE GOLF CLUB                    ,Jul-11,       ,-33.8005,151.1201,GPS            ,NSW,84,      ,     ,2011,2015,100,0,100,0,0,0,#
st,67002,67,CASTLEREAGH (CASTLEREAGH ROAD)          ,Jan-39,       ,-33.6667,150.6696,GPS            ,NSW,15,      ,     ,1939,2015,85,98,1,0,2,0,#
st,67010,67,GLENORIE (OLD NORTHERN RD)              ,Jan-02,       ,-33.5908,151.0094,GPS            ,NSW,170,      ,     ,1927,2015,87,99,1,0,  *,0,#
st,67014,67,MAROOTA (OLD TELEGRAPH ROAD)            ,Jan-25,       ,-33.4623,151.0034,GPS            ,NSW,203,      ,     ,1925,2015,84,98,  *,0,2,0,#
st,67015,67,BRINGELLY (MARYLAND)                    ,01/1867,       ,-33.9696,150.725,GPS            ,NSW,122,      ,     ,1867,2015,96,99,  *,0,  *,0,#
st,67017,67,GREYSTANES (BATHURST STREET)            ,May-01,       ,-33.8136,150.9392,GPS            ,NSW,70,      ,     ,2001,2015,99,92,2,0,6,0,#
st,67019,67,PROSPECT RESERVOIR                      ,01/1887,       ,-33.8193,150.9127,GPS            ,NSW,61,      ,94736,1887,2015,99,99,1,  *,  *,0,#
st,67021,67,RICHMOND - UWS HAWKESBURY               ,01/1881,       ,-33.6165,150.7477,GPS            ,NSW,20,      ,     ,1881,2015,97,99,  *,0,1,0,#
st,67023,67,CANOELANDS (CANOELANDS)                 ,Jan-03,       ,-33.4972,151.0931,GPS            ,NSW,195,      ,     ,2003,2015,99,95,3,0,3,0,#
st,67026,67,SEVEN HILLS (COLLINS ST)                ,Jan-50,       ,-33.7704,150.9318,GPS            ,NSW,50,      ,     ,1950,2015,94,99,1,0,  *,0,#
st,67027,67,WARRAGAMBA                              ,Dec-04,       ,-33.8902,150.5934,GPS            ,NSW,185,      ,     ,2005,2013,50,73,27,0,  *,0,#
st,67029,67,WALLACIA POST OFFICE                    ,Jan-43,       ,-33.8637,150.641,GPS            ,NSW,50,      ,     ,1943,2015,97,99,  *,0,  *,0,#
st,67040,67,GUNDERMAN (WISEMANS FERRY RD)           ,Dec-62,       ,-33.4528,151.0672,GPS            ,NSW,15,      ,     ,1962,2014,50,99,1,0,1,0,#
st,67052,67,BEROWRA (GOODWYN ROAD)                  ,Jan-03,       ,-33.625,151.1491,GPS            ,NSW,225,      ,     ,1903,2015,56,96,4,0,  *,0,#
st,67061,68,ROSSMORE (SOUTH CREEK)                  ,Feb-07,       ,-33.9353,150.7819,SURVEY         ,NSW,      ,      ,     ,2007,2015,96,0,100,0,0,0,#
st,67065,67,HORNSBY (SWIMMING POOL)                 ,Jan-08,       ,-33.7017,151.0958,               ,NSW,180,      ,     ,2008,2015,99,0,100,0,0,0,#
st,67066,67,ERSKINE PARK RESERVOIR                  ,Jul-13,       ,-33.8067,150.8,Unknown        ,NSW,85,      ,     ,2013,2015,100,0,100,0,0,0,#
st,67076,67,QUAKERS HILL TREATMENT WORKS            ,Jan-48,       ,-33.7364,150.8782,GPS            ,NSW,25,      ,     ,1957,2013,73,97,0,0,3,0,#
st,67084,67,ORCHARD HILLS TREATMENT WORKS           ,Jan-70,       ,-33.802,150.7069,GPS            ,NSW,93,      ,     ,1970,2015,96,94,6,0,  *,0,#
st,67086,67,DURAL (OLD NORTHERN ROAD)               ,Jan-73,       ,-33.6837,151.0273,GPS            ,NSW,216,      ,     ,1973,2015,99,99,1,0,  *,0,#
st,67089,67,WEST PENNANT HILLS (CUMBERLAND STATE FOR,Jan-49,       ,-33.7459,151.0402,GPS            ,NSW,120,      ,     ,1949,2015,93,93,  *,  *,6,0,#
st,67090,67,FIDDLETOWN (BLOODWOOD ROAD)             ,Jan-64,       ,-33.5684,151.0769,GPS            ,NSW,200,      ,     ,1964,2014,89,97,  *,0,2,0,#
st,67094,67,LOWER PORTLAND (HAWKESBURY RIVER)       ,Jan-62,       ,-33.4383,150.8917,               ,NSW,      ,      ,     ,2000,2015,84,0,100,0,0,0,#
st,67100,67,CASTLE HILL (KATHLEEN AVE)              ,Jan-85,       ,-33.7248,150.992,GPS            ,NSW,90,      ,     ,1985,2015,95,95,1,0,4,0,#
st,67104,67,BOX HILL (HYNDS ROAD)                   ,Jan-90,       ,-33.6598,150.9004,GPS            ,NSW,27,      ,     ,1990,2015,83,35,65,0,  *,0,#
st,67105,67,RICHMOND RAAF                           ,Sep-93,       ,-33.6004,150.7761,GPS            ,NSW,19,20,95753,1993,2015,99,75,25,0,  *,0,#
st,67108,67,BADGERYS CREEK AWS                      ,Oct-95,       ,-33.8969,150.7281,GPS            ,NSW,81.2,82,94752,1995,2015,98,67,33,  *,  *,0,#
st,67109,67,BAULKHAM HILLS EUCALYPTUS CT            ,Jun-92,       ,-33.7678,150.9814,               ,NSW,100,      ,     ,2000,2015,96,0,100,0,0,0,#
st,67110,67,SEVEN HILLS  (RADIO FM 103.2)           ,Jun-94,       ,-33.7858,150.9236,               ,NSW,80,      ,     ,2000,2015,97,0,100,0,0,0,#
st,67111,67,NORTH PARRAMATTA (BURNSIDE HOMES)       ,Jun-92,       ,-33.7931,151.0167,               ,NSW,50,      ,     ,2000,2015,99,0,100,0,0,0,#
st,67112,67,NORTH ROCKS (MUIRFIELD GOLF CLUB)       ,Jun-92,       ,-33.7672,151.0186,               ,NSW,40,      ,     ,2000,2015,92,0,100,0,0,0,#
st,67113,67,PENRITH LAKES AWS                       ,Aug-95,       ,-33.7195,150.6783,GPS            ,NSW,24.7,      ,94763,1995,2015,99,68,32,0,  *,0,#
st,67114,67,ABBOTSBURY (FAIRFIELD (CITY FARM))      ,Jun-95,       ,-33.8667,150.8611,               ,NSW,75,      ,     ,2000,2015,96,1,99,0,0,0,#
st,67116,67,WILLMOT (RESOLUTION AVE)                ,Oct-95,       ,-33.7231,150.7997,               ,NSW,30,      ,     ,1995,2015,80,14,86,0,  *,0,#
st,67119,67,HORSLEY PARK EQUESTRIAN CENTRE AWS      ,Sep-97,       ,-33.851,150.8567,GPS            ,NSW,100,      ,94760,1997,2015,99,67,33,0,  *,0,#
st,68000,68,ALBION PARK POST OFFICE                 ,01/1892,       ,-34.5712,150.7761,GPS            ,NSW,8,      ,     ,1892,2015,93,97,  *,0,3,0,#
st,68003,68,BERRY MASONIC VILLAGE                   ,01/1886,       ,-34.781,150.6917,GPS            ,NSW,10,      ,     ,1886,2015,96,96,  *,0,3,0,#
st,68007,68,CAMDEN (BROWNLOW HILL)                  ,01/1882,       ,-34.0254,150.6455,GPS            ,NSW,61,      ,     ,1882,2015,99,99,  *,0,  *,0,#
st,68008,68,BUNDANOON (BALLYMENA)                   ,Jan-02,       ,-34.6506,150.3103,GPS            ,NSW,688,      ,     ,1902,2015,92,96,  *,0,4,0,#
st,68009,68,BURRAWANG (RANGE STREET)                ,01/1891,       ,-34.5961,150.5187,GPS            ,NSW,758,      ,     ,1891,2014,59,99,  *,0,  *,0,#
st,68022,68,DAPTO BOWLING CLUB                      ,Jan-06,       ,-34.5,150.7885,GPS            ,NSW,10,      ,     ,1906,2012,88,99,0,0,1,0,#
st,68024,68,DARKES FOREST (KINTYRE)                 ,01/1894,       ,-34.2272,150.9111,GPS            ,NSW,370,      ,     ,1894,2015,97,99,1,0,  *,0,#
st,68029,68,KANGAROO VALLEY (BUDGONG)               ,Dec-99,       ,-34.7796,150.4614,GPS            ,NSW,150,      ,     ,1999,2015,99,96,1,0,3,0,#
st,68033,68,MITTAGONG (KIA ORA)                     ,Jan-02,       ,-34.4585,150.4931,GPS            ,NSW,610,      ,     ,1902,2015,69,98,  *,0,1,0,#
st,68035,68,JAMBEROO (THE RIDGE)                    ,Jan-92,       ,-34.6642,150.7586,GPS            ,NSW,160,      ,     ,1992,2015,99,97,1,0,2,0,#
st,68036,68,KANGAROO VALLEY (MAIN RD)               ,Jan-14,       ,-34.7358,150.5332,GPS            ,NSW,85,      ,     ,1914,2015,90,97,2,0,  *,0,#
st,68044,68,MITTAGONG (ALFRED STREET)               ,01/1886,       ,-34.4472,150.4566,GPS            ,NSW,635,      ,     ,1886,2015,87,99,  *,0,  *,0,#
st,68045,68,MOSS VALE (HOSKINS STREET)              ,01/1870,       ,-34.5444,150.3768,GPS            ,NSW,675,      ,     ,1870,2015,97,99,  *,0,1,0,#
st,68048,68,NOWRA TREATMENT WORKS                   ,01/1896,       ,-34.872,150.618,GPS            ,NSW,10,      ,     ,1896,2015,96,99,  *,0,1,0,#
st,68052,68,PICTON COUNCIL DEPOT                    ,01/1880,       ,-34.1685,150.6145,GPS            ,NSW,165,      ,     ,1880,2015,92,99,  *,0,1,0,#
st,68053,68,PORT KEMBLA SIGNAL STATION              ,Jan-50,       ,-34.4772,150.9131,GPS            ,NSW,11,      ,     ,1950,1977,100,100,0,0,0,0,#
st,68054,68,ROBERTSON (CAALONG STREET)              ,01/1890,       ,-34.5845,150.5926,GPS            ,NSW,758,      ,     ,1890,2015,82,99,  *,0,1,0,#
st,68070,68,WORONORA DAM                            ,Jan-27,       ,-34.1167,150.9333,               ,NSW,177,      ,     ,1927,2002,55,99,1,0,  *,0,#
st,68072,68,NOWRA RAN AIR STATION AWS               ,Nov-00,       ,-34.9469,150.5353,GPS            ,NSW,109,105,94750,2000,2015,99,66,34,0,  *,0,#
st,68080,68,GREENWELL POINT BOWLING CLUB            ,Jan-60,       ,-34.9158,150.7312,GPS            ,NSW,3,      ,     ,1960,2015,90,95,1,0,4,0,#
st,68083,68,CULBURRA TREATMENT WORKS                ,Jan-62,       ,-34.9284,150.7482,GPS            ,NSW,15,      ,     ,1962,2015,93,99,1,0,1,0,#
st,68085,68,NERRIGA (TOLWONG)                       ,Jan-61,       ,-34.8484,150.1353,GPS            ,NSW,600,      ,     ,1961,2015,99,99,  *,0,  *,0,#
st,68088,68,SANCTUARY POINT (SALINAS STREET)        ,Mar-00,       ,-35.0938,150.6228,GPS            ,NSW,9,      ,     ,2000,2015,100,98,2,0,  *,0,#
st,68089,68,JOADJA (GREENWALK)                      ,Jan-59,       ,-34.4295,150.2354,GPS            ,NSW,725,      ,     ,1959,2015,96,97,  *,0,2,0,#
st,68108,68,WOONONA (POPES RD)                      ,01/1886,       ,-34.342,150.8999,GPS            ,NSW,45,      ,     ,1929,2015,96,97,  *,0,3,0,#
st,68110,68,BERKELEY (NORTHCLIFFE DRIVE)            ,Jan-62,       ,-34.4829,150.8555,GPS            ,NSW,5,      ,     ,1964,2015,99,99,  *,0,  *,0,#
st,68122,68,CAWDOR (WOODBURN)                       ,Jan-62,       ,-34.1014,150.6444,GPS            ,NSW,132,      ,     ,1962,2015,88,98,1,0,1,0,#
st,68123,68,WINDANG BOWLING CLUB                    ,Jan-62,       ,-34.5326,150.8679,GPS            ,NSW,5,      ,     ,1962,2015,97,98,1,0,1,0,#
st,68125,68,OAKDALE (COOYONG PARK)                  ,Jan-63,       ,-34.0904,150.5052,MAP 1:25 000   ,NSW,440,      ,     ,1963,2015,68,97,1,0,2,0,#
st,68131,68,PORT KEMBLA (BSL CENTRAL LAB)           ,May-63,       ,-34.4674,150.8813,GPS            ,NSW,9,      ,     ,1963,2015,97,96,  *,0,3,0,#
st,68151,68,JERVIS BAY (POINT PERPENDICULAR AWS)    ,May-01,       ,-35.0936,150.8049,GPS            ,NSW,85,84.1,95940,2001,2015,99,67,33,  *,  *,0,#
st,68159,68,WEDDERBURN (BOOALBYN)                   ,Jan-64,       ,-34.1656,150.8077,GPS            ,NSW,250,      ,     ,1964,2008,70,90,8,0,2,0,#
st,68160,68,CAMPBELLTOWN (KENTLYN (GEORGES RIVER ROA,Jan-66,       ,-34.0542,150.8772,               ,NSW,115,      ,     ,1966,2015,71,61,39,0,  *,0,#
st,68166,68,BUXTON (AMAROO)                         ,Jan-67,       ,-34.2424,150.522,GPS            ,NSW,420,      ,     ,1967,2015,91,99,1,0,  *,0,#
st,68175,68,TOOLIJOOA (NYORA)                       ,Jan-67,       ,-34.7617,150.7911,GPS            ,NSW,3,      ,     ,1967,2015,99,99,1,0,1,0,#
st,68181,68,HAMPDEN BRIDGE (KANGAROO RIVER)         ,Jan-66,       ,-34.7275,150.5208,               ,NSW,80,      ,     ,2000,2015,99,0,100,0,0,0,#
st,68186,68,BERRIMA WEST (MEDWAY (WOMBAT CREEK))    ,Jan-70,       ,-34.4839,150.2867,GPS            ,NSW,655,      ,     ,1970,2015,98,98,1,0,1,0,#
st,68190,68,WATTAMOLLA (TAMOL)                      ,Jan-70,       ,-34.737,150.6235,GPS            ,NSW,130,      ,     ,1970,2015,99,98,1,0,1,0,#
st,68192,68,CAMDEN AIRPORT AWS                      ,Jan-43,       ,-34.039,150.689,GPS            ,NSW,73.9,74.6,94755,1943,2015,57,83,16,  *,1,0,#
st,68197,68,FOXGROUND ROAD                          ,Jan-72,       ,-34.7376,150.7674,GPS            ,NSW,50,      ,     ,1945,2015,86,99,  *,0,1,0,#
st,68200,68,DOUGLAS PARK ( ST. MARYS TOWERS)        ,Jan-74,       ,-34.2075,150.7095,GPS            ,NSW,165,      ,     ,1974,2014,99,99,  *,0,  *,0,#
st,68202,68,ROBERTSON (PEARSONS LANE)               ,Apr-97,       ,-34.6033,150.5487,GPS            ,NSW,755,      ,     ,1997,2015,99,94,2,0,4,0,#
st,68204,68,SUSSEX INLET BOWLING CLUB               ,Jan-52,       ,-35.1702,150.5908,GPS            ,NSW,6,      ,     ,1952,2015,97,99,  *,0,1,0,#
st,68209,68,JAMBEROO  (DRUEWALLA)                   ,Jan-63,       ,-34.6557,150.7293,GPS            ,NSW,115,      ,     ,1963,2014,78,98,  *,0,2,0,#
st,68213,68,NOWRA BOAT SHED (SHOALHAVEN RIVER)      ,01/1860,       ,-34.8667,150.605,               ,NSW,0.1,      ,     ,2000,2015,95,0,100,0,0,0,#
st,68215,68,GREENSTEAD (WINGECARRIBEE RIVER)        ,Jan-54,       ,-34.4167,150.1967,               ,NSW,      ,      ,     ,2000,2015,92,0,100,0,0,0,#
st,68216,68,MENANGLE BRIDGE (NEPEAN RIVER)          ,Jan-63,       ,-34.1194,150.7402,GPS            ,NSW,      ,      ,     ,2000,2015,93,1,99,0,0,0,#
st,68217,68,BARRENGARRY (THE OLD SCHOOL HOUSE)      ,Jan-82,       ,-34.6866,150.5253,GPS            ,NSW,105,      ,     ,1982,2015,91,99,1,0,  *,0,#
st,68218,68,WATTAMOLLA (GRIFFITHS)                  ,Nov-82,       ,-34.7208,150.6491,GPS            ,NSW,140,      ,     ,1993,2015,99,93,1,0,6,0,#
st,68224,68,ROBERTSON (THE PIE SHOP)                ,Jan-85,       ,-34.5858,150.6264,GPS            ,NSW,735,      ,     ,1985,2015,94,31,48,0,21,0,#
st,68228,68,BELLAMBI AWS                            ,Nov-88,       ,-34.3691,150.9291,GPS            ,NSW,10,      ,94749,1997,2015,99,67,33,0,  *,0,#
st,68229,68,BENDALONG STP                           ,Jan-39,       ,-35.2439,150.5097,GPS            ,NSW,32,      ,     ,1939,2015,93,99,  *,0,  *,0,#
st,68233,68,GRASSY GULLY (SHOALHAVEN RIVER)         ,Jan-91,       ,-34.845,150.432,               ,NSW,30,      ,     ,2000,2015,90,0,100,0,0,0,#
st,68239,68,MOSS VALE AWS                           ,Feb-01,       ,-34.5253,150.4217,GPS            ,NSW,678.4,679,94746,2001,2015,99,66,34,0,  *,0,#
st,68241,68,ALBION PARK (WOLLONGONG AIRPORT)        ,Jun-99,       ,-34.5638,150.79,GPS            ,NSW,8,8.5,95748,1999,2015,99,66,34,0,  *,0,#
st,68242,68,KIAMA (BOMBO HEADLAND)                  ,Dec-01,       ,-34.6532,150.8609,GPS            ,NSW,15.5,      ,95749,2001,2015,69,69,31,0,  *,0,#
st,68243,68,BURRAWANG (SPURFIELD)                   ,Jan-61,       ,-34.5776,150.5118,GPS            ,NSW,685,      ,     ,2000,2015,100,98,2,0,1,0,#
st,68244,68,PYREE (LE WARNETRE)                     ,Jan-01,       ,-34.9073,150.6841,GPS            ,NSW,5,      ,     ,2001,2015,99,95,3,0,2,0,#
st,68245,68,CALLALA TREATMENT PLANT                 ,May-01,       ,-34.9528,150.702,GPS            ,NSW,25,      ,     ,2001,2015,99,92,7,0,1,0,#
st,68246,68,BLACKBUTT (TAMMAR PLACE)                ,Jan-02,       ,-34.5707,150.8383,GPS            ,NSW,62,      ,     ,2002,2015,98,94,3,  *,3,0,#
st,68247,68,BEAUMONT (THE CEDARS)                   ,Jan-93,       ,-34.7679,150.562,GPS            ,NSW,250,      ,     ,1993,2015,99,98,1,0,1,0,#
st,68248,68,FITZROY FALLS (RED HILLS)               ,Aug-02,       ,-34.6625,150.4333,MAP 1:250 000  ,NSW,719.3,      ,     ,2002,2015,99,0,100,0,0,0,#
st,68249,68,TOUGA                                   ,Aug-02,       ,-34.9636,150.0967,MAP 1:250 000  ,NSW,533.4,      ,     ,2002,2015,98,0,100,0,0,0,#
st,68252,68,KIAMA (BRIGHTON ST)                     ,Aug-03,       ,-34.6708,150.8497,GPS            ,NSW,62,      ,     ,2003,2015,89,95,2,0,2,0,#
st,68254,68,MOUNT ANNAN BOTANIC GARDEN              ,Jan-02,       ,-34.0673,150.7678,GPS            ,NSW,134,      ,     ,2002,2015,95,89,10,0,1,0,#
st,68255,68,BOWRAL (ORCHARD ST)                     ,Jan-00,       ,-34.4875,150.4014,MAP 1:25 000   ,NSW,720,      ,     ,2004,2015,99,0,100,0,0,0,#
st,68257,68,CAMPBELLTOWN (MOUNT ANNAN)              ,Nov-06,       ,-34.0615,150.7735,GPS            ,NSW,112,      ,94757,2006,2015,99,66,34,0,  *,0,#
st,68262,68,HIGH RANGE AWS (WANGANDERRY)            ,Jul-14,       ,-34.3335,150.267,GPS            ,NSW,813.6,814.2,99742,2014,2015,98,60,40,0,0,0,#
st,69002,69,BEGA (NEWTOWN ROAD)                     ,01/1879,       ,-36.6884,149.838,GPS            ,NSW,50,      ,     ,1879,2015,94,97,2,0,  *,0,#
st,69003,69,BEMBOKA POST OFFICE                     ,01/1889,       ,-36.6278,149.5705,GPS            ,NSW,215,      ,     ,1889,2015,98,99,  *,0,  *,0,#
st,69005,69,BERMAGUI SOUTH (YOUNG STREET)           ,Jan-24,       ,-36.4269,150.0787,GPS            ,NSW,15,      ,     ,1924,2015,97,99,  *,0,1,0,#
st,69006,69,BETTOWYND (CONDRY)                      ,01/1896,       ,-35.6972,149.7914,DEM 9 Sec DTED ,NSW,165,      ,     ,1897,2015,96,92,8,0,  *,0,#
st,69008,68,YATTEYATTAH (POINTER ROAD)              ,Oct-98,       ,-35.2668,150.4081,GPS            ,NSW,78,      ,     ,1998,2011,100,96,0,0,4,0,#
st,69010,69,BRAIDWOOD (WALLACE STREET)              ,01/1887,       ,-35.4489,149.799,GPS            ,NSW,643,      ,     ,1887,2015,98,99,  *,0,1,0,#
st,69013,69,CANDELO POST OFFICE                     ,01/1887,       ,-36.7677,149.6951,GPS            ,NSW,109,      ,     ,1887,2015,98,98,  *,0,2,0,#
st,69014,69,COBARGO POST OFFICE                     ,01/1887,       ,-36.3881,149.8882,GPS            ,NSW,85,      ,     ,1887,2015,91,98,  *,0,2,0,#
st,69015,69,EDEN (CARAVAN PARK)                     ,01/1869,       ,-37.0557,149.9052,GPS            ,NSW,9,      ,     ,1869,2015,96,98,  *,0,1,0,#
st,69016,69,MILTON (SARAH CLAYDON VILLAGE)          ,01/1876,       ,-35.3168,150.442,GPS            ,NSW,81,      ,     ,1876,2015,90,98,1,0,1,0,#
st,69017,69,MONTAGUE ISLAND LIGHTHOUSE              ,Jan-49,       ,-36.2519,150.2275,GPS            ,NSW,52,53.8,94939,1955,2015,99,86,13,0,1,0,#
st,69018,69,MORUYA HEADS PILOT STATION              ,01/1875,       ,-35.9093,150.1532,GPS            ,NSW,17,16.8,94937,1875,2015,99,99,  *,0,  *,0,#
st,69019,69,CATHCART (MOUNT DARRAGH)                ,Jan-24,       ,-36.8402,149.5257,GPS            ,NSW,872,      ,     ,1924,2015,98,99,  *,  *,1,0,#
st,69022,69,NAROOMA (MARINE RESCUE)                 ,Jan-10,       ,-36.2144,150.1358,GPS            ,NSW,25,      ,95935,1910,2015,84,96,  *,  *,3,0,#
st,69023,69,NELLIGEN  (THULE ROAD)                  ,01/1898,       ,-35.6488,150.1454,GPS            ,NSW,5,      ,     ,1898,2015,56,99,  *,0,  *,0,#
st,69024,69,PAMBULA POST OFFICE                     ,Jan-09,       ,-36.9299,149.8749,GPS            ,NSW,10,      ,     ,1909,2012,96,97,  *,0,2,0,#
st,69029,69,EDEN (TIMBILLICA)                       ,Jan-09,       ,-37.3623,149.6984,GPS            ,NSW,35,      ,     ,1909,2015,99,99,  *,0,  *,0,#
st,69032,69,WAPENGO LAKE ROAD                       ,Jan-26,       ,-36.6045,150.0191,GPS            ,NSW,15,      ,     ,1926,2015,99,99,  *,0,  *,0,#
st,69033,69,MORUYA (BURRA CREEK)                    ,Apr-01,       ,-35.9017,149.9611,               ,NSW,20,      ,     ,2001,2015,95,0,100,0,0,0,#
st,69035,69,BETTOWYND (NOBBYS HILL)                 ,Sep-00,       ,-35.7564,149.815,GPS            ,NSW,240,      ,     ,2001,2015,99,0,100,0,0,0,#
