time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],lwe_thickness_of_precipitation_amount[unit="mm day-1"]
1970-09-13T00:00:00Z,-33.0862,116.0387,1.7303073406219482
1970-09-14T00:00:00Z,-33.0862,116.0387,1.3986202478408813
1970-09-15T00:00:00Z,-33.0862,116.0387,0.0
1970-09-16T00:00:00Z,-33.0862,116.0387,0.0
1970-09-17T00:00:00Z,-33.0862,116.0387,0.0
1970-09-18T00:00:00Z,-33.0862,116.0387,0.0
1970-09-19T00:00:00Z,-33.0862,116.0387,9.152763366699219
1970-09-20T00:00:00Z,-33.0862,116.0387,7.987492561340332
1970-09-21T00:00:00Z,-33.0862,116.0387,10.860751152038574
1970-09-22T00:00:00Z,-33.0862,116.0387,5.7118072509765625
1970-09-23T00:00:00Z,-33.0862,116.0387,10.383959770202637
1970-09-24T00:00:00Z,-33.0862,116.0387,1.4979636669158936
1970-09-25T00:00:00Z,-33.0862,116.0387,0.021897535771131516
1970-09-26T00:00:00Z,-33.0862,116.0387,4.691616058349609
1970-09-27T00:00:00Z,-33.0862,116.0387,0.8014477491378784
1970-09-28T00:00:00Z,-33.0862,116.0387,1.5363434553146362
1970-09-29T00:00:00Z,-33.0862,116.0387,3.0560100078582764
1970-09-30T00:00:00Z,-33.0862,116.0387,4.8570451736450195
1970-10-01T00:00:00Z,-33.0862,116.0387,12.313493728637695
1970-10-02T00:00:00Z,-33.0862,116.0387,6.7011613845825195
1970-10-03T00:00:00Z,-33.0862,116.0387,35.16884231567383
1970-10-04T00:00:00Z,-33.0862,116.0387,15.570240020751953
1970-10-05T00:00:00Z,-33.0862,116.0387,9.628372192382812
1970-10-06T00:00:00Z,-33.0862,116.0387,14.312932014465332
1970-10-07T00:00:00Z,-33.0862,116.0387,2.0680534839630127
1970-10-08T00:00:00Z,-33.0862,116.0387,0.0
1970-10-09T00:00:00Z,-33.0862,116.0387,0.0
1970-10-10T00:00:00Z,-33.0862,116.0387,0.0
1970-10-11T00:00:00Z,-33.0862,116.0387,0.0
1970-10-12T00:00:00Z,-33.0862,116.0387,0.0
1970-10-13T00:00:00Z,-33.0862,116.0387,0.0
1970-10-14T00:00:00Z,-33.0862,116.0387,0.0
1970-10-15T00:00:00Z,-33.0862,116.0387,0.0
1970-10-16T00:00:00Z,-33.0862,116.0387,0.0
1970-10-17T00:00:00Z,-33.0862,116.0387,0.0
1970-10-18T00:00:00Z,-33.0862,116.0387,0.0
1970-10-19T00:00:00Z,-33.0862,116.0387,0.0
1970-10-20T00:00:00Z,-33.0862,116.0387,0.0
1970-10-21T00:00:00Z,-33.0862,116.0387,0.0
1970-10-22T00:00:00Z,-33.0862,116.0387,0.0
1970-10-23T00:00:00Z,-33.0862,116.0387,0.0
1970-10-24T00:00:00Z,-33.0862,116.0387,0.0
1970-10-25T00:00:00Z,-33.0862,116.0387,0.0
1970-10-26T00:00:00Z,-33.0862,116.0387,0.9081771969795227
1970-10-27T00:00:00Z,-33.0862,116.0387,5.221199989318848
1970-10-28T00:00:00Z,-33.0862,116.0387,0.0
1970-10-29T00:00:00Z,-33.0862,116.0387,0.0
1970-10-30T00:00:00Z,-33.0862,116.0387,0.0
1970-10-31T00:00:00Z,-33.0862,116.0387,0.0
1970-11-01T00:00:00Z,-33.0862,116.0387,0.0
1970-11-02T00:00:00Z,-33.0862,116.0387,0.0
1970-11-03T00:00:00Z,-33.0862,116.0387,2.9685957431793213
1970-11-04T00:00:00Z,-33.0862,116.0387,9.771810531616211
1970-11-05T00:00:00Z,-33.0862,116.0387,0.7927350401878357
1970-11-06T00:00:00Z,-33.0862,116.0387,0.0
1970-11-07T00:00:00Z,-33.0862,116.0387,0.0
1970-11-08T00:00:00Z,-33.0862,116.0387,0.0
1970-11-09T00:00:00Z,-33.0862,116.0387,0.9799979329109192
1970-11-10T00:00:00Z,-33.0862,116.0387,0.0
1970-11-11T00:00:00Z,-33.0862,116.0387,1.6957815885543823
1970-11-12T00:00:00Z,-33.0862,116.0387,0.0
1970-11-13T00:00:00Z,-33.0862,116.0387,0.48877131938934326
1970-11-14T00:00:00Z,-33.0862,116.0387,0.0
1970-11-15T00:00:00Z,-33.0862,116.0387,0.0
1970-11-16T00:00:00Z,-33.0862,116.0387,0.0
1970-11-17T00:00:00Z,-33.0862,116.0387,0.0
1970-11-18T00:00:00Z,-33.0862,116.0387,0.0
1970-11-19T00:00:00Z,-33.0862,116.0387,0.0
1970-11-20T00:00:00Z,-33.0862,116.0387,0.0
1970-11-21T00:00:00Z,-33.0862,116.0387,0.0
1970-11-22T00:00:00Z,-33.0862,116.0387,0.0
1970-11-23T00:00:00Z,-33.0862,116.0387,0.0
1970-11-24T00:00:00Z,-33.0862,116.0387,0.0
1970-11-25T00:00:00Z,-33.0862,116.0387,0.0
1970-11-26T00:00:00Z,-33.0862,116.0387,0.0
1970-11-27T00:00:00Z,-33.0862,116.0387,0.0
1970-11-28T00:00:00Z,-33.0862,116.0387,0.0
1970-11-29T00:00:00Z,-33.0862,116.0387,0.0
1970-11-30T00:00:00Z,-33.0862,116.0387,0.0
1970-12-01T00:00:00Z,-33.0862,116.0387,0.0
1970-12-02T00:00:00Z,-33.0862,116.0387,0.0
1970-12-03T00:00:00Z,-33.0862,116.0387,0.0
1970-12-04T00:00:00Z,-33.0862,116.0387,0.0
1970-12-05T00:00:00Z,-33.0862,116.0387,0.0
1970-12-06T00:00:00Z,-33.0862,116.0387,0.0
1970-12-07T00:00:00Z,-33.0862,116.0387,0.0
1970-12-08T00:00:00Z,-33.0862,116.0387,0.0
1970-12-09T00:00:00Z,-33.0862,116.0387,0.0
1970-12-10T00:00:00Z,-33.0862,116.0387,0.0
1970-12-11T00:00:00Z,-33.0862,116.0387,0.0
1970-12-12T00:00:00Z,-33.0862,116.0387,0.16689755022525787
1970-12-13T00:00:00Z,-33.0862,116.0387,0.0
1970-12-14T00:00:00Z,-33.0862,116.0387,0.0
1970-12-15T00:00:00Z,-33.0862,116.0387,0.0
1970-12-16T00:00:00Z,-33.0862,116.0387,0.0
1970-12-17T00:00:00Z,-33.0862,116.0387,0.0
1970-12-18T00:00:00Z,-33.0862,116.0387,0.0
1970-12-19T00:00:00Z,-33.0862,116.0387,0.0
1970-12-20T00:00:00Z,-33.0862,116.0387,0.0
1970-12-21T00:00:00Z,-33.0862,116.0387,0.0
1970-12-22T00:00:00Z,-33.0862,116.0387,0.0
1970-12-23T00:00:00Z,-33.0862,116.0387,0.0
